模块,卡片ID,题目,正确答案,卡片类型,音频链接
模块 12 (A2级别已完结),6108cc8d51ae760319724cd4,请播放音频 ，并拼写出您听到的 动词 。,färben,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108b98651ae760319723d4d.mp3
模块 12 (A2级别已完结),6108cc8d51ae760319724cd7,请播放音频 ，并提交您听到的 动词 的 中文意思。,“上色” 或 “染色” 或 “着色” 或 “给……上色” 或 “给……着色” 或 “给……染色” 或 “使” 或 “有色彩” 或 “涂色” 或 “给……涂色” 或 “给……涂上颜色” 或 “上色” 或 “染色” 或 “着色” 或 “给……上色” 或 “给……着色” 或 “给……染色” 或 “使” 或 “有色彩” 或 “涂色” 或 “给……涂色” 或 “给……涂上颜色” 或 “上色、染色、着色、给……上色、给……着色、给……染色、使......有色彩、涂色、给……涂色、给……涂上颜色” 或 “变色” 或 “受染” 或 “变色” 或 “受染” 或 “变色、受染” 或 “<反身动词>变色、受染”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108b98651ae760319723d4d.mp3
模块 12 (A2级别已完结),6108cc8d51ae760319724cda,动词“färben”的 过去分词（Partizip II） 是什么？,gefärbt,,
模块 12 (A2级别已完结),6108cc8e51ae760319724cdd,"请填写动词""färben""的 命令式 动词变位表",färb 或 färbe,,
模块 12 (A2级别已完结),6108cc8e51ae760319724ce0,动词“färben”的现在完成时的助动词是什么？,haben,,
模块 12 (A2级别已完结),6108cc8e51ae760319724ce3,请填写动词“färben”的 一般现在时（Präsens） 动词变位表,färbe,,
模块 12 (A2级别已完结),6108cc8e51ae760319724ce6,请填写动词“färben”的 一般过去时（Präteritum） 动词变位表,färbte,,
模块 12 (A2级别已完结),6108cc9a51ae760319724cfa,动词“上色、染色、着色、给……上色、给……着色、给……染色、使......有色彩、涂色、给……涂色、给……涂上颜色”用德语怎么拼写？,färben,,
模块 12 (A2级别已完结),6108ccce51ae760319724dd8,名词“der Weihnachtsmann”是什么意思？,“圣诞老人” 或 “圣诞老人”,,
模块 12 (A2级别已完结),6108ccce51ae760319724ddb,阳性名词“圣诞老人”用德语怎么拼写？,Weihnachtsmann,,
模块 12 (A2级别已完结),6108ccce51ae760319724dde,请播放音频 ，并拼写出您听到的 阳性名词 。,Weihnachtsmann,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108ba3b51ae760319723e2c.mp3
模块 12 (A2级别已完结),6108ccce51ae760319724de1,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,“圣诞老人” 或 “圣诞老人”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108ba3b51ae760319723e2c.mp3
模块 12 (A2级别已完结),6108cce651ae760319724df9,名词“das Christkind”是什么意思？,“耶稣小孩” 或 “耶稣圣婴” 或 “基督小孩” 或 “基督圣婴” 或 “耶稣小孩” 或 “耶稣圣婴” 或 “基督小孩” 或 “基督圣婴” 或 “耶稣小孩、耶稣圣婴、基督小孩、基督圣婴”,,
模块 12 (A2级别已完结),6108cce651ae760319724dfc,中性名词“耶稣小孩、耶稣圣婴、基督小孩、基督圣婴”用德语怎么拼写？,Christkind,,
模块 12 (A2级别已完结),6108cce651ae760319724dff,请播放音频 ，并拼写出您听到的 中性名词 。,Christkind,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108bbcf51ae760319723e77.mp3
模块 12 (A2级别已完结),6108cce651ae760319724e02,请播放音频 ，并提交您听到的 中性名词 的 中文意思。,“耶稣小孩” 或 “耶稣圣婴” 或 “基督小孩” 或 “基督圣婴” 或 “耶稣小孩” 或 “耶稣圣婴” 或 “基督小孩” 或 “基督圣婴” 或 “耶稣小孩、耶稣圣婴、基督小孩、基督圣婴”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108bbcf51ae760319723e77.mp3
模块 12 (A2级别已完结),6108ccfb51ae760319724e1a,名词“der Weihnachtsbaum”是什么意思？,“圣诞树” 或 “圣诞树”,,
模块 12 (A2级别已完结),6108ccfb51ae760319724e1d,请选择单词“Baum”的性,der,,
模块 12 (A2级别已完结),6108ccfb51ae760319724e20,请拼写出名词“Baum”的复数形式。,Bäume,,
模块 12 (A2级别已完结),6108ccfb51ae760319724e23,阳性名词“圣诞树”用德语怎么拼写？,“Weihnachtsbaum” 或 “Christbaum” 或 “Tannenbaum” 或 “Tanne”,,
模块 12 (A2级别已完结),6108ccfb51ae760319724e26,请播放音频 ，并拼写出您听到的 阳性名词 。,Weihnachtsbaum,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108bcbd51ae760319723fc7.mp3
模块 12 (A2级别已完结),6108ccfb51ae760319724e29,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,“圣诞树” 或 “圣诞树”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108bcbd51ae760319723fc7.mp3
模块 12 (A2级别已完结),6108cd1a51ae760319724e41,动词“schmücken”是什么意思？,“装饰” 或 “修饰” 或 “美化” 或 “打扮” 或 “装扮” 或 “装潢” 或 “给……戴首饰” 或 “装饰” 或 “修饰” 或 “美化” 或 “打扮” 或 “装扮” 或 “装潢” 或 “给……戴首饰” 或 “装饰、修饰、美化、打扮、装扮、装潢、给……戴首饰”,,
模块 12 (A2级别已完结),6108cd1a51ae760319724e44,请播放音频 ，并拼写出您听到的 动词 。,schmücken,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108bd3451ae760319723fdb.mp3
模块 12 (A2级别已完结),6108cd1a51ae760319724e47,请播放音频 ，并提交您听到的 动词 的 中文意思。,“装饰” 或 “修饰” 或 “美化” 或 “打扮” 或 “装扮” 或 “装潢” 或 “给……戴首饰” 或 “装饰” 或 “修饰” 或 “美化” 或 “打扮” 或 “装扮” 或 “装潢” 或 “给……戴首饰” 或 “装饰、修饰、美化、打扮、装扮、装潢、给……戴首饰”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108bd3451ae760319723fdb.mp3
模块 12 (A2级别已完结),6108cd1a51ae760319724e4a,动词“schmücken”的 过去分词（Partizip II） 是什么？,geschmückt,,
模块 12 (A2级别已完结),6108cd1a51ae760319724e4d,"请填写动词""schmücken""的 命令式 动词变位表",schmück 或 schmücke,,
模块 12 (A2级别已完结),6108cd1a51ae760319724e50,动词“schmücken”的现在完成时的助动词是什么？,haben,,
模块 12 (A2级别已完结),6108cd1a51ae760319724e53,请填写动词“schmücken”的 一般现在时（Präsens） 动词变位表,schmücke,,
模块 12 (A2级别已完结),6108cd1a51ae760319724e56,请填写动词“schmücken”的 一般过去时（Präteritum） 动词变位表,schmückte,,
模块 12 (A2级别已完结),6108cd4851ae760319724e76,请选择单词“Stollen”的性,der,,
模块 12 (A2级别已完结),6108cd4851ae760319724e79,请拼写出名词“Stollen”的复数形式。,Stollen,,
模块 12 (A2级别已完结),6108cd4851ae760319724e7c,阳性名词“ 圣诞果脯蛋糕、圣诞蛋糕、德式圣诞蛋糕”用德语怎么拼写？,“Stollen” 或 “Christstollen”,,
模块 12 (A2级别已完结),6108cd4851ae760319724e7f,请播放音频 ，并拼写出您听到的 阳性名词 。,Stollen,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/60fd24a983f0272dc793d0be.mp3
模块 12 (A2级别已完结),6108cd4851ae760319724e82,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,“坑道” 或 “地道” 或 “隧道” 或 “坑道” 或 “地道” 或 “隧道” 或 “坑道、地道、隧道” 或 “[矿]坑道、地道、隧道” 或 “马掌防滑钉” 或 “防滑钉” 或 “运动鞋防滑钉” 或 “马钉” 或 “马掌防滑钉” 或 “防滑钉” 或 “运动鞋防滑钉” 或 “马钉” 或 “马掌防滑钉、防滑钉、运动鞋防滑钉、马钉” 或 “起首诗节” 或 “柱头诗节” 或 “起首诗节” 或 “柱头诗节” 或 “起首诗节、柱头诗节” 或 “[诗律]起首诗节、柱头诗节” 或 “圣诞果脯蛋糕” 或 “圣诞蛋糕” 或 “德式圣诞蛋糕” 或 “圣诞果脯蛋糕” 或 “圣诞蛋糕” 或 “德式圣诞蛋糕” 或 “圣诞果脯蛋糕、圣诞蛋糕、德式圣诞蛋糕” 或 “<地区，奥、瑞>圣诞果脯蛋糕、圣诞蛋糕、德式圣诞蛋糕”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/60fd24a983f0272dc793d0be.mp3
模块 12 (A2级别已完结),6108cd7351ae760319724f74,形容词“vollkommen”是什么意思？,“完美的” 或 “典范的” 或 “卓越的” 或 “极好的” 或 “无暇的” 或 “完美的” 或 “典范的” 或 “卓越的” 或 “极好的” 或 “无暇的” 或 “完美的、典范的、卓越的、极好的、无暇的” 或 “完美的、典范的、卓越的、极好的、无暇的（近义词：perfekt、 fehlerlos ）” 或 “十分的” 或 “绝对的” 或 “完全的” 或 “彻底的” 或 “全然的” 或 “十分的” 或 “绝对的” 或 “完全的” 或 “彻底的” 或 “全然的” 或 “十分的、绝对的、完全的、彻底的、全然的” 或 “十分的、绝对的、完全的、彻底的、全然的（近义词：völlig、 vollständig）” 或 “十分” 或 “完全” 或 “彻底” 或 “全然” 或 “绝对” 或 “十分” 或 “完全” 或 “彻底” 或 “全然” 或 “绝对” 或 “十分、完全、彻底、全然、绝对”,,
模块 12 (A2级别已完结),6108cd7351ae760319724f77,请播放音频 ，并拼写出您听到的 形容词 。,vollkommen,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108c2e151ae760319724334.mp3
模块 12 (A2级别已完结),6108cd7351ae760319724f7a,请播放音频 ，并提交您听到的 形容词 的 中文意思。,“完美的” 或 “典范的” 或 “卓越的” 或 “极好的” 或 “无暇的” 或 “完美的” 或 “典范的” 或 “卓越的” 或 “极好的” 或 “无暇的” 或 “完美的、典范的、卓越的、极好的、无暇的” 或 “完美的、典范的、卓越的、极好的、无暇的（近义词：perfekt、 fehlerlos ）” 或 “十分的” 或 “绝对的” 或 “完全的” 或 “彻底的” 或 “全然的” 或 “十分的” 或 “绝对的” 或 “完全的” 或 “彻底的” 或 “全然的” 或 “十分的、绝对的、完全的、彻底的、全然的” 或 “十分的、绝对的、完全的、彻底的、全然的（近义词：völlig、 vollständig）” 或 “十分” 或 “完全” 或 “彻底” 或 “全然” 或 “绝对” 或 “十分” 或 “完全” 或 “彻底” 或 “全然” 或 “绝对” 或 “十分、完全、彻底、全然、绝对”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108c2e151ae760319724334.mp3
模块 12 (A2级别已完结),6108cd8451ae760319724f92,名词“das Abenteuer”是什么意思？,“冒险” 或 “惊险活动” 或 “奇遇” 或 “探险” 或 “历险” 或 “冒险记” 或 “探险记” 或 “历险记” 或 “冒险” 或 “惊险活动” 或 “奇遇” 或 “探险” 或 “历险” 或 “冒险记” 或 “探险记” 或 “历险记” 或 “冒险、惊险活动、奇遇、探险、历险、冒险记、探险记、历险记” 或 “艳遇” 或 “艳遇”,,
模块 12 (A2级别已完结),6108cd8451ae760319724f95,请选择单词“Abenteuer”的性,das,,
模块 12 (A2级别已完结),6108cd8451ae760319724f98,请拼写出名词“Abenteuer”的复数形式。,Abenteuer,,
模块 12 (A2级别已完结),6108cd8451ae760319724f9b,中性名词“冒险、惊险活动、奇遇、探险、历险、冒险记、探险记、历险记”用德语怎么拼写？,Abenteuer,,
模块 12 (A2级别已完结),6108cd8451ae760319724f9e,请播放音频 ，并拼写出您听到的 中性名词 。,Abenteuer,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108c23b51ae76031972427b.mp3
模块 12 (A2级别已完结),6108cd8451ae760319724fa1,请播放音频 ，并提交您听到的 中性名词 的 中文意思。,“冒险” 或 “惊险活动” 或 “奇遇” 或 “探险” 或 “历险” 或 “冒险记” 或 “探险记” 或 “历险记” 或 “冒险” 或 “惊险活动” 或 “奇遇” 或 “探险” 或 “历险” 或 “冒险记” 或 “探险记” 或 “历险记” 或 “冒险、惊险活动、奇遇、探险、历险、冒险记、探险记、历险记” 或 “艳遇” 或 “艳遇”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108c23b51ae76031972427b.mp3
模块 12 (A2级别已完结),6108cd9c51ae760319724fb9,可分动词“anzünden”是什么意思？,“点燃” 或 “点着” 或 “烧着” 或 “点火” 或 “点” 或 “点燃” 或 “点着” 或 “烧着” 或 “点火” 或 “点” 或 “点燃、点着、烧着、点火、点” 或 “点燃、点着、烧着、点火、点（近义词：anbrennen）”,,
模块 12 (A2级别已完结),6108cd9c51ae760319724fbc,请播放音频 ，并拼写出您听到的 动词 。,anzünden,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108c15751ae7603197240e4.mp3
模块 12 (A2级别已完结),6108cd9c51ae760319724fbf,可分动词“点燃、点着、烧着、点火、点（近义词：anbrennen）”用德语怎么拼写？,anzünden,,
模块 12 (A2级别已完结),6108cd9c51ae760319724fc2,动词“anzünden”的 过去分词（Partizip II） 是什么？,angezündet,,
模块 12 (A2级别已完结),6108cd9c51ae760319724fc5,动词“anzünden”是可分动词吗？,是的,,
模块 12 (A2级别已完结),6108cd9c51ae760319724fc8,动词“anzünden”的现在完成时的助动词是什么？,haben,,
模块 12 (A2级别已完结),6108cdb051ae760319724fde,动词“zünden”是什么意思？,“点着” 或 “燃起” 或 “点燃” 或 “点” 或 “燃” 或 “点着” 或 “燃起” 或 “点燃” 或 “点” 或 “燃” 或 “点着、燃起、点燃、点、燃” 或 “令人振奋” 或 “使人激动起来” 或 “令人振奋” 或 “使人激动起来” 或 “令人振奋、使人激动起来” 或 “领会” 或 “理解” 或 “懂得” 或 “领会” 或 “理解” 或 “懂得” 或 “领会、理解、懂得” 或 “[口、转]领会、理解、懂得” 或 “照亮” 或 “照亮” 或 “<瑞>照亮” 或 “点燃” 或 “使爆炸” 或 “引爆” 或 “点燃” 或 “使爆炸” 或 “引爆” 或 “点燃、使爆炸、引爆”,,
模块 12 (A2级别已完结),6108cdb151ae760319724fe1,请播放音频 ，并拼写出您听到的 动词 。,zünden,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108c0c251ae7603197240cf.mp3
模块 12 (A2级别已完结),6108cdb151ae760319724fe4,请播放音频 ，并提交您听到的 动词 的 中文意思。,“点着” 或 “燃起” 或 “点燃” 或 “点” 或 “燃” 或 “点着” 或 “燃起” 或 “点燃” 或 “点” 或 “燃” 或 “点着、燃起、点燃、点、燃” 或 “令人振奋” 或 “使人激动起来” 或 “令人振奋” 或 “使人激动起来” 或 “令人振奋、使人激动起来” 或 “领会” 或 “理解” 或 “懂得” 或 “领会” 或 “理解” 或 “懂得” 或 “领会、理解、懂得” 或 “[口、转]领会、理解、懂得” 或 “照亮” 或 “照亮” 或 “<瑞>照亮” 或 “点燃” 或 “使爆炸” 或 “引爆” 或 “点燃” 或 “使爆炸” 或 “引爆” 或 “点燃、使爆炸、引爆”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108c0c251ae7603197240cf.mp3
模块 12 (A2级别已完结),6108cdb151ae760319724fe7,动词“zünden”的 过去分词（Partizip II） 是什么？,gezündet,,
模块 12 (A2级别已完结),6108cdb151ae760319724fea,"请填写动词""zünden""的 命令式 动词变位表",zünd 或 zünde,,
模块 12 (A2级别已完结),6108cdb151ae760319724fed,动词“zünden”的现在完成时的助动词是什么？,haben,,
模块 12 (A2级别已完结),6108cdb151ae760319724ff0,请填写动词“zünden”的 一般现在时（Präsens） 动词变位表,zünde,,
模块 12 (A2级别已完结),6108cdb151ae760319724ff3,请填写动词“zünden”的 一般过去时（Präteritum） 动词变位表,zündete,,
模块 12 (A2级别已完结),6108cdc651ae76031972500b,名词“die Kerze”是什么意思？,“蜡烛” 或 “烛” 或 “蜡烛” 或 “烛” 或 “蜡烛、烛” 或 “火花塞” 或 “火花塞” 或 “[技]火花塞” 或 “烛形花序” 或 “烛形花序” 或 “肩倒立” 或 “踢高球” 或 “肩倒立” 或 “踢高球” 或 “肩倒立、踢高球” 或 “肩倒立、（足球）踢高球” 或 “烛光” 或 “烛光” 或 “烛光（光强度单位）”,,
模块 12 (A2级别已完结),6108cdc651ae76031972500e,请选择单词“Kerze”的性,die,,
模块 12 (A2级别已完结),6108cdc651ae760319725011,请拼写出名词“Kerze”的复数形式。,Kerzen,,
模块 12 (A2级别已完结),6108cdc651ae760319725014,阴性名词“蜡烛、烛”用德语怎么拼写？,Kerze,,
模块 12 (A2级别已完结),6108cdc651ae760319725017,请播放音频 ，并拼写出您听到的 阴性名词 。,Kerze,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108bf1151ae760319724075.mp3
模块 12 (A2级别已完结),6108cdc651ae76031972501a,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,“蜡烛” 或 “烛” 或 “蜡烛” 或 “烛” 或 “蜡烛、烛” 或 “火花塞” 或 “火花塞” 或 “[技]火花塞” 或 “烛形花序” 或 “烛形花序” 或 “肩倒立” 或 “踢高球” 或 “肩倒立” 或 “踢高球” 或 “肩倒立、踢高球” 或 “肩倒立、（足球）踢高球” 或 “烛光” 或 “烛光” 或 “烛光（光强度单位）”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108bf1151ae760319724075.mp3
模块 12 (A2级别已完结),6108cddd51ae760319725032,请选择单词“Adventskranz”的性,der,,
模块 12 (A2级别已完结),6108cddd51ae760319725035,请拼写出名词“Adventskranz”的复数形式。,Adventskränze,,
模块 12 (A2级别已完结),6108cddd51ae760319725038,阳性名词“基督降临节花环、基督将临节花环、降临节花环、将临节花环”用德语怎么拼写？,Adventskranz,,
模块 12 (A2级别已完结),6108cddd51ae76031972503b,请播放音频 ，并拼写出您听到的 阳性名词 。,Adventskranz,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108c02d51ae7603197240b9.mp3
模块 12 (A2级别已完结),6108cdf851ae760319725053,名词“der Kranz”是什么意思？,“花环” 或 “花圈” 或 “花冠” 或 “花环” 或 “花圈” 或 “花冠” 或 “花环、花圈、花冠” 或 “环” 或 “环状” 或 “环状物” 或 “环” 或 “环状” 或 “环状物” 或 “环、环状、环状物”,,
模块 12 (A2级别已完结),6108cdf851ae760319725056,请选择单词“Kranz”的性,der,,
模块 12 (A2级别已完结),6108cdf851ae760319725059,请拼写出名词“Kranz”的复数形式。,Kränze,,
模块 12 (A2级别已完结),6108cdf851ae76031972505c,阳性名词“花环、花圈、花冠”用德语怎么拼写？,Kranz,,
模块 12 (A2级别已完结),6108cdf851ae76031972505f,请播放音频 ，并拼写出您听到的 阳性名词 。,Kranz,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108bfaf51ae76031972409a.mp3
模块 12 (A2级别已完结),6108cdf851ae760319725062,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,“花环” 或 “花圈” 或 “花冠” 或 “花环” 或 “花圈” 或 “花冠” 或 “花环、花圈、花冠” 或 “环” 或 “环状” 或 “环状物” 或 “环” 或 “环状” 或 “环状物” 或 “环、环状、环状物”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108bfaf51ae76031972409a.mp3
模块 12 (A2级别已完结),6108ce2151ae760319725078,阳性名词“将临期、待降节”用德语怎么拼写？,Advent,,
模块 12 (A2级别已完结),6108ce3b51ae760319725179,请选择单词“Advent”的性,der,,
模块 12 (A2级别已完结),61101e362673346b722f045d,名词“der Baum”是什么意思？,“树” 或 “树木” 或 “乔木” 或 “树” 或 “树木” 或 “乔木” 或 “树、树木、乔木” 或 “织轴” 或 “俗称盘头” 或 “织轴” 或 “俗称盘头” 或 “织轴，俗称盘头” 或 “粗杆” 或 “圆杆” 或 “杆” 或 “粗杆” 或 “圆杆” 或 “杆” 或 “粗杆、圆杆、杆” 或 “海杆” 或 “海杆” 或 “圣诞树（Weihnachtsbaum)” 或 “圣诞树（Weihnachtsbaum)”,,
模块 12 (A2级别已完结),61101e362673346b722f0460,阳性名词“树、树木、乔木”用德语怎么拼写？,Baum,,
模块 12 (A2级别已完结),61101e362673346b722f0463,请播放音频 ，并拼写出您听到的 阳性名词 。,Baum,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4111944_478768896.mp3
模块 12 (A2级别已完结),61101e362673346b722f0466,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,“树” 或 “树木” 或 “乔木” 或 “树” 或 “树木” 或 “乔木” 或 “树、树木、乔木” 或 “织轴” 或 “俗称盘头” 或 “织轴” 或 “俗称盘头” 或 “织轴，俗称盘头” 或 “粗杆” 或 “圆杆” 或 “杆” 或 “粗杆” 或 “圆杆” 或 “杆” 或 “粗杆、圆杆、杆” 或 “海杆” 或 “海杆” 或 “圣诞树（Weihnachtsbaum)” 或 “圣诞树（Weihnachtsbaum)”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4111944_478768896.mp3
模块 12 (A2级别已完结),61106d522673346b722f17f2,请填写缺失的单词：Was schenkst du deiner Mutter _____ Geburtstag?,“zum”,,
模块 12 (A2级别已完结),61106d7c2673346b722f1806,请填写缺失的介词：Wen lädst du _____ deinem Geburtstag ein?,“zu”,,
模块 12 (A2级别已完结),61106dcfa375a27173c18a52,请填写缺失的单词：Bis _____ nächsten Mal.,“zum”,,
模块 12 (A2级别已完结),61106e4aa375a27173c18b84,请填写缺失的介词：Ich habe ihn _____ mir nach Hause eingeladen.,“zu”,,
模块 12 (A2级别已完结),61106e92a375a27173c18b98,请填写缺失的介词：Gab es bei euch _____ Ostern auch bunt gefärbte Eier?,“zu” 或 “an”,,
模块 12 (A2级别已完结),610a23b446e44303750ebcd8,请播放音频 ，并提交您听到的 动词 的 中文意思。,“共同工作” 或 “一起工作” 或 “合作” 或 “协作” 或 “共事” 或 “协助” 或 “帮助” 或 “帮忙” 或 “搭一把手” 或 “搭把手” 或 “共同工作” 或 “一起工作” 或 “合作” 或 “协作” 或 “共事” 或 “协助” 或 “帮助” 或 “帮忙” 或 “搭一把手” 或 “搭把手” 或 “共同工作、一起工作、合作、协作、共事、协助、帮助、帮忙、搭一把手、搭把手”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4520716_381031623.mp3
模块 12 (A2级别已完结),610a23b446e44303750ebcdb,动词“mitarbeiten”的 过去分词（Partizip II） 是什么？,mitgearbeitet,,
模块 12 (A2级别已完结),610a23b446e44303750ebcde,动词“mitarbeiten”是可分动词吗？,是的,,
模块 12 (A2级别已完结),610a23b546e44303750ebce1,动词“mitarbeiten”的现在完成时的助动词是什么？,haben,,
模块 12 (A2级别已完结),610a23b446e44303750ebcd5,请播放音频 ，并拼写出您听到的 动词 。,mitarbeiten,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4520716_381031623.mp3
模块 12 (A2级别已完结),6108e17151ae760319725c0b,请填写缺失的介词：Was ist das _____ eine Arbeit (这是一份怎样的工作)?,“für”,,
模块 12 (A2级别已完结),610a23b446e44303750ebcd2,可分动词“mitarbeiten”是什么意思？,“共同工作” 或 “一起工作” 或 “合作” 或 “协作” 或 “共事” 或 “协助” 或 “帮助” 或 “帮忙” 或 “搭一把手” 或 “搭把手” 或 “共同工作” 或 “一起工作” 或 “合作” 或 “协作” 或 “共事” 或 “协助” 或 “帮助” 或 “帮忙” 或 “搭一把手” 或 “搭把手” 或 “共同工作、一起工作、合作、协作、共事、协助、帮助、帮忙、搭一把手、搭把手”,,
模块 12 (A2级别已完结),610a23c846e44303750ebcff,请播放音频 ，并拼写出您听到的 阳性名词 。,Fußgänger,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108e44151ae760319725ef1.mp3
模块 12 (A2级别已完结),610a23c846e44303750ebcf9,名词“der Fußgänger”是什么意思？,“行人” 或 “步行者” 或 “路人” 或 “行人” 或 “步行者” 或 “路人” 或 “男行人” 或 “男步行者” 或 “男路人” 或 “行人、步行者、路人”,,
模块 12 (A2级别已完结),610a23c846e44303750ebcfc,阳性名词“行人、步行者、路人”用德语怎么拼写？,Fußgänger,,
模块 12 (A2级别已完结),610a23dd46e44303750ebd20,名词“die Dokumentation”是什么意思？,“文献资料汇编工作” 或 “文献资料汇编工作” 或 “汇编成的文献资料” 或 “文献” 或 “文档” 或 “资料” 或 “汇编成的文献资料” 或 “文献” 或 “文档” 或 “资料” 或 “汇编成的文献资料、文献、文档、资料” 或 “证明” 或 “表示” 或 “证明” 或 “表示” 或 “证明、表示” 或 “=Dokumentationsstelle” 或 “=Dokumentationsstelle” 或 “纪录片” 或 “纪录片”,,
模块 12 (A2级别已完结),610a23dd46e44303750ebd23,请播放音频 ，并拼写出您听到的 阴性名词 。,Dokumentation,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108e55c51ae760319725ffd.mp3
模块 12 (A2级别已完结),610a23dd46e44303750ebd26,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,“文献资料汇编工作” 或 “文献资料汇编工作” 或 “汇编成的文献资料” 或 “文献” 或 “文档” 或 “资料” 或 “汇编成的文献资料” 或 “文献” 或 “文档” 或 “资料” 或 “汇编成的文献资料、文献、文档、资料” 或 “证明” 或 “表示” 或 “证明” 或 “表示” 或 “证明、表示” 或 “=Dokumentationsstelle” 或 “=Dokumentationsstelle” 或 “纪录片” 或 “纪录片”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108e55c51ae760319725ffd.mp3
模块 12 (A2级别已完结),610a23f646e44303750ebd41,形容词“tätig”是什么意思？,“在……工作的” 或 “工作” 或 “在……任职的” 或 “任职” 或 “在……做事的” 或 “做事” 或 “在……工作” 或 “工作的” 或 “在……任职” 或 “任职的” 或 “在职的” 或 “在……做事” 或 “做事的” 或 “在……工作的” 或 “工作” 或 “在……任职的” 或 “任职” 或 “在……做事的” 或 “做事” 或 “在……工作” 或 “工作的” 或 “在……任职” 或 “任职的” 或 “在职的” 或 “在……做事” 或 “做事的” 或 “在……工作的、工作、在……任职的、任职、在……做事的、做事、在……工作、工作的、在……任职、任职的、在职的、在……做事、做事的” 或 “（多做表语）在……工作的、工作、在……任职的、任职、在……做事的、做事、在……工作、工作的、在……任职、任职的、在职的、在……做事、做事的” 或 “积极的” 或 “有效的” 或 “有实际行动的” 或 “积极的” 或 “有效的” 或 “有实际行动的” 或 “积极的、有效的、有实际行动的” 或 “（只做定语）积极的、有效的、有实际行动的” 或 “活动着的” 或 “活动着的”,,
模块 12 (A2级别已完结),610a23f646e44303750ebd44,请播放音频 ，并拼写出您听到的 形容词 。,tätig,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6089e7c149183fdd8b9a5b43.mp3
