模块,卡片ID,题目,音频链接
模块 13,615d91058ca93f87ff5ba889,可分动词“hochladen”是什么意思？,
模块 13,615d91068ca93f87ff5ba88c,可分动词“上传”用德语怎么拼写？,
模块 13,615d91068ca93f87ff5ba88f,请播放音频 ，并拼写出您听到的 动词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61390c65896b6c0016b48539.mp3
模块 13,615d91068ca93f87ff5ba892,请播放音频 ，并提交您听到的 动词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61390c65896b6c0016b48539.mp3
模块 13,615d91078ca93f87ff5ba895,动词“hochladen”的 过去分词（Partizip II） 是什么？,
模块 13,615d90ec8ca93f87ff5ba869,请选择单词“Anhang”的性,
模块 13,615d91078ca93f87ff5ba898,动词“hochladen”是可分动词吗？,
模块 13,615d91078ca93f87ff5ba89b,动词“hochladen”的现在完成时的助动词是什么？,
模块 13,615d92f38ca93f87ff5ba8e3,可分动词“herunterladen”是什么意思？,
模块 13,615d92f38ca93f87ff5ba8e6,可分动词“下载”用德语怎么拼写？,
模块 13,615d92f38ca93f87ff5ba8e9,请播放音频 ，并拼写出您听到的 动词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/615d92c08ca93f87ff5ba8c7.mp3
模块 13,615d92f48ca93f87ff5ba8ec,请播放音频 ，并提交您听到的 动词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/615d92c08ca93f87ff5ba8c7.mp3
模块 13,615d92f48ca93f87ff5ba8ef,动词“herunterladen”的 过去分词（Partizip II） 是什么？,
模块 13,615d92f58ca93f87ff5ba8f2,动词“herunterladen”是可分动词吗？,
模块 13,615d92f58ca93f87ff5ba8f5,动词“herunterladen”的现在完成时的助动词是什么？,
模块 13,615d930c8ca93f87ff5ba909,不可分动词“verfassen”是什么意思？,
模块 13,615d930c8ca93f87ff5ba90c,请播放音频 ，并拼写出您听到的 动词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61390d50896b6c0016b48694.mp3
模块 13,615d930c8ca93f87ff5ba90f,请播放音频 ，并提交您听到的 动词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61390d50896b6c0016b48694.mp3
模块 13,615d930d8ca93f87ff5ba912,动词“verfassen”的 过去分词（Partizip II） 是什么？,
模块 13,615d930d8ca93f87ff5ba915,动词“verfassen”的现在完成时的助动词是什么？,
模块 13,615d935e8ca93f87ff5ba92d,名词“das Anschreiben”是什么意思？,
模块 13,615d935e8ca93f87ff5ba930,请播放音频 ，并拼写出您听到的 中性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61390e28896b6c0016b486b6.mp3
模块 13,615d935e8ca93f87ff5ba933,中性名词“自我推荐信、求职信、应征信、自荐信”用德语怎么拼写？,
模块 13,615d93f38ca93f87ff5ba94e,不可分动词“verschicken”是什么意思？,
模块 13,615d93f38ca93f87ff5ba951,请播放音频 ，并拼写出您听到的 动词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61390e61896b6c0016b486c8.mp3
模块 13,615d93f48ca93f87ff5ba954,请播放音频 ，并提交您听到的 动词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61390e61896b6c0016b486c8.mp3
模块 13,615d93f48ca93f87ff5ba957,动词“verschicken”的 过去分词（Partizip II） 是什么？,
模块 13,615d93f48ca93f87ff5ba95a,动词“verschicken”的现在完成时的助动词是什么？,
模块 13,615d94158ca93f87ff5ba96e,名词“die Datei”是什么意思？,
模块 13,615d94168ca93f87ff5ba971,请选择单词“Datei”的性,
模块 13,615d94168ca93f87ff5ba974,请拼写出名词“Datei”的复数形式。,
模块 13,615d94168ca93f87ff5ba977,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61390ed3896b6c0016b486d9.mp3
模块 13,615d94178ca93f87ff5ba97a,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61390ed3896b6c0016b486d9.mp3
模块 13,615d942f8ca93f87ff5ba990,形容词“individuell”是什么意思？,
模块 13,615d942f8ca93f87ff5ba993,请播放音频 ，并拼写出您听到的 形容词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61390f3c896b6c0016b48745.mp3
模块 13,615d94308ca93f87ff5ba996,请播放音频 ，并提交您听到的 形容词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61390f3c896b6c0016b48745.mp3
模块 13,615d94458ca93f87ff5ba9aa,不可分动词“verwenden”是什么意思？,
模块 13,615d94468ca93f87ff5ba9ad,请播放音频 ，并拼写出您听到的 动词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/607f7148096c7915432a03ed.mp3
模块 13,615d94468ca93f87ff5ba9b0,请播放音频 ，并提交您听到的 动词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/607f7148096c7915432a03ed.mp3
模块 13,615d94468ca93f87ff5ba9b3,动词“verwenden”的 过去分词（Partizip II） 是什么？,
模块 13,615d94478ca93f87ff5ba9b6,动词“verwenden”的现在完成时的助动词是什么？,
模块 13,615d94c18ca93f87ff5ba9d5,动词“formulieren”是什么意思？,
模块 13,615d94c28ca93f87ff5ba9d8,请播放音频 ，并拼写出您听到的 动词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/612a90d38b8ab2001642a04c.mp3
模块 13,615d94c28ca93f87ff5ba9db,请播放音频 ，并提交您听到的 动词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/612a90d38b8ab2001642a04c.mp3
模块 13,615d94c28ca93f87ff5ba9de,动词“formulieren”的 过去分词（Partizip II） 是什么？,
模块 13,615d94c28ca93f87ff5ba9e1,动词“formulieren”的现在完成时的助动词是什么？,
模块 13,615d94eb8ca93f87ff5ba9fe,形容词“aussagekräftig”是什么意思？,
模块 13,615d94eb8ca93f87ff5baa01,请播放音频 ，并拼写出您听到的 形容词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6139105e896b6c0016b4880b.mp3
模块 13,615d94ec8ca93f87ff5baa04,形容词“（某事物）有意义的、言简意赅的、简明扼要的、含义清楚的”用德语怎么拼写？,
模块 13,615d95138ca93f87ff5baa3d,名词“der Betreff”是什么意思？,
模块 13,615d95148ca93f87ff5baa40,请选择单词“Betreff”的性,
模块 13,615d95148ca93f87ff5baa43,请拼写出名词“Betreff”的复数形式。,
模块 13,615d95148ca93f87ff5baa46,请播放音频 ，并拼写出您听到的 阳性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391137896b6c0016b4882f.mp3
模块 13,615d95148ca93f87ff5baa49,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391137896b6c0016b4882f.mp3
模块 13,615d95428ca93f87ff5baa5d,名词“die Zeile”是什么意思？,
模块 13,615d95438ca93f87ff5baa60,请选择单词“Zeile”的性,
模块 13,615d95438ca93f87ff5baa63,请拼写出名词“Zeile”的复数形式。,
模块 13,615d95448ca93f87ff5baa66,阴性名词“行、字行”用德语怎么拼写？,
模块 13,615d95448ca93f87ff5baa69,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6139116a896b6c0016b4884e.mp3
模块 13,615d95448ca93f87ff5baa6c,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6139116a896b6c0016b4884e.mp3
模块 13,615d959d8ca93f87ff5baa96,动词“recherchieren”是什么意思？,
模块 13,615d959d8ca93f87ff5baa99,请播放音频 ，并拼写出您听到的 动词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6133bed46ae5c30016b13f68.mp3
模块 13,615d959d8ca93f87ff5baa9c,请播放音频 ，并提交您听到的 动词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6133bed46ae5c30016b13f68.mp3
模块 13,615d959e8ca93f87ff5baa9f,动词“recherchieren”的 过去分词（Partizip II） 是什么？,
模块 13,615d959e8ca93f87ff5baaa2,动词“recherchieren”的现在完成时的助动词是什么？,
模块 13,615d95b08ca93f87ff5baab6,名词“die Recherche”是什么意思？,
模块 13,615d95b08ca93f87ff5baab9,请选择单词“Recherche”的性,
模块 13,615d95b08ca93f87ff5baabc,请拼写出名词“Recherche”的复数形式。,
模块 13,615d95b18ca93f87ff5baabf,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6154888efa5ac823634cd46c.mp3
模块 13,615d95b18ca93f87ff5baac2,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6154888efa5ac823634cd46c.mp3
模块 13,615d95d28ca93f87ff5baad8,动词“senden”是什么意思？,
模块 13,615d95d28ca93f87ff5baadb,请播放音频 ，并拼写出您听到的 动词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/ID4115383_241243346.mp3
模块 13,615d95d38ca93f87ff5baade,请播放音频 ，并提交您听到的 动词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/ID4115383_241243346.mp3
模块 13,615d95d38ca93f87ff5baae1,动词“senden”的 过去分词（Partizip II） 是什么？,
模块 13,615d95d38ca93f87ff5baae4,"请填写动词""senden""的 命令式 动词变位表",
模块 13,615d95d48ca93f87ff5baae7,动词“senden”的现在完成时的助动词是什么？,
模块 13,615d95d48ca93f87ff5baaea,请填写动词“senden”的 一般现在时（Präsens） 动词变位表,
模块 13,615d95d48ca93f87ff5baaed,请填写动词“senden”的 一般过去时（Präteritum） 动词变位表,
模块 13,615d95ee8ca93f87ff5bab01,形容词“sorgfältig”是什么意思？,
模块 13,615d95ee8ca93f87ff5bab04,请播放音频 ，并拼写出您听到的 形容词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/613913dc896b6c0016b489bf.mp3
模块 13,615d95ef8ca93f87ff5bab07,请播放音频 ，并提交您听到的 形容词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/613913dc896b6c0016b489bf.mp3
模块 13,615d960e8ca93f87ff5bab1b,形容词“gängig”是什么意思？,
模块 13,615d960f8ca93f87ff5bab1e,请播放音频 ，并拼写出您听到的 形容词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/613914e5896b6c0016b48ab1.mp3
模块 13,615d960f8ca93f87ff5bab21,请播放音频 ，并提交您听到的 形容词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/613914e5896b6c0016b48ab1.mp3
模块 13,615d964f8ca93f87ff5bab3e,名词“das Format”是什么意思？,
模块 13,615d96508ca93f87ff5bab41,请选择单词“Format”的性,
模块 13,615d96508ca93f87ff5bab44,请拼写出名词“Format”的复数形式。,
模块 13,615d96508ca93f87ff5bab47,请播放音频 ，并拼写出您听到的 中性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391552896b6c0016b48ac4.mp3
模块 13,615d96518ca93f87ff5bab4a,请播放音频 ，并提交您听到的 中性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391552896b6c0016b48ac4.mp3
模块 13,615d966f8ca93f87ff5bab5e,不可分动词“überschreiten”是什么意思？,
模块 13,615d96708ca93f87ff5bab61,不可分动词“超出、超过（一定界限、尺度）（物主）”用德语怎么拼写？,
模块 13,615d96708ca93f87ff5bab64,请播放音频 ，并拼写出您听到的 动词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/613915e7896b6c0016b48b43.mp3
模块 13,615d96708ca93f87ff5bab67,请播放音频 ，并提交您听到的 动词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/613915e7896b6c0016b48b43.mp3
模块 13,615d96718ca93f87ff5bab6a,动词“überschreiten”的 过去分词（Partizip II） 是什么？,
模块 13,615d96718ca93f87ff5bab6d,动词“überschreiten”是可分动词吗？,
模块 13,615d96718ca93f87ff5bab70,动词“überschreiten”的现在完成时的助动词是什么？,
模块 13,615d97ee8ca93f87ff5bab9d,动词“landen”是什么意思？,
模块 13,615d97ef8ca93f87ff5baba0,请播放音频 ，并拼写出您听到的 动词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/ID4113335_500909195.mp3
模块 13,615d97ef8ca93f87ff5baba3,请播放音频 ，并提交您听到的 动词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/ID4113335_500909195.mp3
模块 13,615d97ef8ca93f87ff5baba6,动词“landen”的 过去分词（Partizip II） 是什么？,
模块 13,615d97ef8ca93f87ff5baba9,"请填写动词""landen""的 命令式 动词变位表",
模块 13,615d97f08ca93f87ff5babaf,请填写动词“landen”的 一般现在时（Präsens） 动词变位表,
模块 13,615d97f08ca93f87ff5babb2,请填写动词“landen”的 一般过去时（Präteritum） 动词变位表,
模块 13,615d98008ca93f87ff5babc6,形容词“elektronisch”是什么意思？,
模块 13,615d98008ca93f87ff5babc9,形容词“电子的”用德语怎么拼写？,
模块 13,615d98018ca93f87ff5babcc,请播放音频 ，并拼写出您听到的 形容词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/613917bf896b6c0016b48c5f.mp3
模块 13,615d98018ca93f87ff5babcf,请播放音频 ，并提交您听到的 形容词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/613917bf896b6c0016b48c5f.mp3
模块 13,615d98128ca93f87ff5babe3,名词“der Papierkorb”是什么意思？,
模块 13,615d98128ca93f87ff5babe6,阳性名词“字纸篓、废纸篓、纸篓、垃圾篮、垃圾桶、垃圾筐、垃圾篓、（电子邮件）废件箱、垃圾箱”用德语怎么拼写？,
模块 13,615d98138ca93f87ff5babe9,请播放音频 ，并拼写出您听到的 阳性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/613918c6896b6c0016b48c7f.mp3
模块 13,615d98138ca93f87ff5babec,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/613918c6896b6c0016b48c7f.mp3
模块 13,615d98298ca93f87ff5bac07,名词“der Korb”是什么意思？,
模块 13,615d98298ca93f87ff5bac0a,请选择单词“Korb”的性,
模块 13,615d98298ca93f87ff5bac0d,请拼写出名词“Korb”的复数形式。,
模块 13,615d982a8ca93f87ff5bac10,请播放音频 ，并拼写出您听到的 阳性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391845896b6c0016b48c77.mp3
模块 13,615d982a8ca93f87ff5bac13,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391845896b6c0016b48c77.mp3
模块 13,615d986f8ca93f87ff5bac29,名词“die Gestaltung”是什么意思？,
模块 13,615d986f8ca93f87ff5bac2c,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391a81896b6c0016b48d08.mp3
模块 13,615d98708ca93f87ff5bac2f,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391a81896b6c0016b48d08.mp3
模块 13,615d98c08ca93f87ff5bac4f,名词“die Lesbarkeit”是什么意思？,
模块 13,615d98c18ca93f87ff5bac52,阴性名词“易读性、可读性”用德语怎么拼写？,
模块 13,615d98c18ca93f87ff5bac55,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391b45896b6c0016b48d2c.mp3
模块 13,615d98c18ca93f87ff5bac58,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391b45896b6c0016b48d2c.mp3
模块 13,615d98d48ca93f87ff5bac77,形容词“lesbar”是什么意思？,
模块 13,615d98d48ca93f87ff5bac7a,形容词“清楚的、简单明了的、简明的、易读的、明了的、一目了然的、容易读的、可读的”用德语怎么拼写？,
模块 13,615d98d58ca93f87ff5bac7d,请播放音频 ，并拼写出您听到的 形容词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391aed896b6c0016b48d1f.mp3
模块 13,615d98d58ca93f87ff5bac80,请播放音频 ，并提交您听到的 形容词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391aed896b6c0016b48d1f.mp3
模块 13,615d992e8ca93f87ff5bac9d,名词“die Rechtschreibung”是什么意思？,
模块 13,615d992e8ca93f87ff5baca0,阴性名词“写法、拼法、拼写、正字法”用德语怎么拼写？,
模块 13,615d992e8ca93f87ff5baca3,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391c32896b6c0016b48d4f.mp3
模块 13,615d992f8ca93f87ff5baca6,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391c32896b6c0016b48d4f.mp3
模块 13,615d99808ca93f87ff5bacc6,名词“das Schriftbild”是什么意思？,
模块 13,615d99808ca93f87ff5bacc9,请播放音频 ，并拼写出您听到的 中性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391caa896b6c0016b48d8f.mp3
模块 13,615d99808ca93f87ff5baccc,请播放音频 ，并提交您听到的 中性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391caa896b6c0016b48d8f.mp3
模块 13,615d99ad8ca93f87ff5bace0,形容词“inhaltlich”是什么意思？,
模块 13,615d99ad8ca93f87ff5bace3,形容词“内容的、就内容而言的、从内容方面来看的、从内容来看的、内容上的”用德语怎么拼写？,
模块 13,615d99ad8ca93f87ff5bace6,请播放音频 ，并拼写出您听到的 形容词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391e21896b6c0016b48de8.mp3
模块 13,615d99ae8ca93f87ff5bace9,请播放音频 ，并提交您听到的 形容词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391e21896b6c0016b48de8.mp3
模块 13,615d99d68ca93f87ff5bad14,名词“der Inhalt”是什么意思？,
模块 13,615d99d68ca93f87ff5bad17,请选择单词“Inhalt”的性,
模块 13,615d99d78ca93f87ff5bad1a,请拼写出名词“Inhalt”的复数形式。,
模块 13,615d99d78ca93f87ff5bad1d,请播放音频 ，并拼写出您听到的 阳性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391dbb896b6c0016b48de1.mp3
模块 13,615d99d78ca93f87ff5bad20,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391dbb896b6c0016b48de1.mp3
模块 13,615d99e88ca93f87ff5bad30,阳性名词“内容”用德语怎么拼写？,
模块 13,615d99fd8ca93f87ff5bad44,名词“die Prägnanz”是什么意思？,
模块 13,615d99fd8ca93f87ff5bad47,请选择单词“Prägnanz”的性,
模块 13,615d99fd8ca93f87ff5bad4a,阴性名词“简洁、简明扼要、言简意赅、精辟、简明”用德语怎么拼写？,
模块 13,615d99fe8ca93f87ff5bad4d,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391d5c896b6c0016b48dad1748571598470.mp3
模块 13,615d99fe8ca93f87ff5bad50,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391d5c896b6c0016b48dad1748571598470.mp3
模块 13,615d9ce38ca93f87ff5bafa2,名词“die Checkliste”是什么意思？,
模块 13,615d9ce38ca93f87ff5bafa5,请选择单词“Checkliste”的性,
模块 13,615d9ce48ca93f87ff5bafa8,请拼写出名词“Checkliste”的复数形式。,
模块 13,615d9ce48ca93f87ff5bafab,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61390fbd896b6c0016b48763.mp3
模块 13,615d9ce48ca93f87ff5bafae,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61390fbd896b6c0016b48763.mp3
模块 13,615d9d418ca93f87ff5bafeb,不可分动词“versehen”是什么意思？,
模块 13,615d9d428ca93f87ff5bafee,请播放音频 ，并拼写出您听到的 动词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6139168a896b6c0016b48b55.mp3
模块 13,615d9d428ca93f87ff5baff1,请播放音频 ，并提交您听到的 动词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/6139168a896b6c0016b48b55.mp3
模块 13,615d9d428ca93f87ff5baff4,动词“versehen”的 过去分词（Partizip II） 是什么？,
模块 13,615d9d438ca93f87ff5baff7,动词“versehen”的现在完成时的助动词是什么？,
模块 13,615d9e278ca93f87ff5bb144,不可分动词“versenden”是什么意思？,
模块 13,615d9e288ca93f87ff5bb147,请播放音频 ，并拼写出您听到的 动词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391487896b6c0016b48aa3.mp3
模块 13,615d9e288ca93f87ff5bb14a,请播放音频 ，并提交您听到的 动词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/61391487896b6c0016b48aa3.mp3
模块 13,615d9e288ca93f87ff5bb14d,动词“versenden”的 过去分词（Partizip II） 是什么？,
模块 13,615d9e288ca93f87ff5bb150,动词“versenden”的现在完成时的助动词是什么？,
模块 13,615e0f3809f67b9544cd170d,请填写缺失的介词：_____ Bewerbungen per Onlineformular und E-Mail kommen Jobsucher nicht mehr vorbei.,
模块 13,615e0fb109f67b9544cd1741,请填写缺失的介词：Recherchieren Sie Ihren Ansprechpartner und senden Sie Ihre Bewerbung _____ die richtige Person.,
模块 13,615e0ff909f67b9544cd1758,请填写缺失的介词：Schicken Sie keine Bewerbungen _____ Sammeladressen wie info@firma.de.,
模块 13,615e10dd09f67b9544cd179f,"请根据提示填写缺失的短语：Der Bewerber muss das Formular _____ _____ _____ (一步一步地) ausfüllen, Anhänge hochladen und abschicken.",
模块 13,615e136909f67b9544cd1846,"请用""Bei der Bewerbung per E-Mail""开头，用handeln代替ist并重新改写这个句子：Bei der Bewerbung per E-Mail ist es eine klassische Bewerbungsmappe in digitaler Form.",
模块 13,638b2b7ca7ab963318872343,过去式（Präteritum） “sandte”的动词原形怎么拼写？,
模块 13,638b2b7ca7ab963318872344,过去分词（Partizip II） “gesandt / gesendet”的动词原形怎么拼写？,
模块 14,61641296afd152ffae923fc1,请问下面哪一个句子有拼写错误？,
模块 14,61641306afd152ffae923fca,请问下面哪个句子有拼写错误？,
模块 14,61641346afd152ffae923fd3,下面哪一个句子有拼写错误？,
模块 14,616413a0afd152ffae923fdc,下面哪一个句子有拼写错误？,
模块 14,6164148fafd152ffae923fe9,下面哪一个句子有拼写错误？,
模块 14,66c5c677344a97001512376a,请播放音频 ，并拼写出您听到的 短语 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/66b72f851a366900152236921723281287406.mp3
模块 14,66c5c51d344a970015123624,请播放音频 ，并拼写出您听到的 短语 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/66b5d873b525b10015a5e99b1724237071303.mp3
模块 14,66c5c51d344a970015123623,短语“地下作业、井下作业”用德语怎么拼写？,
模块 14,66c5c5e1344a9700151236c8,请用两种写法翻译“在2024年”，且都必须使用im。,
模块 14,66c5c52a344a970015123636,请播放音频 ，并拼写出您听到的 短语 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/66b5d034269bc50015022aef1724237167412.mp3
模块 14,66c5c7a0344a970015123b74,短语“万一……、如果……、以防……（+第二格或dass从句）（= falls）”用德语怎么拼写？,
模块 14,66c5c677344a970015123769,请用三种方式翻译“在某种程度上”。,
模块 14,66c5c52a344a970015123635,短语“在白天、在那一天”用德语怎么拼写？,
模块 14,66c5c7a0344a970015123b75,请播放音频 ，并拼写出您听到的 短语 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/66b72cfe1a366900152235af1724237417997.mp3
模块 14,66c5c866344a970015123e3e,短语“im Grunde”是什么意思？,
模块 14,66c5c866344a970015123e44,请播放音频 ，并提交您听到的 短语 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/66b7388d1a36690015223c601723283598989.mp3
模块 14,66c5c89f344a97001512406d,短语“从这个角度看、在这个方面、就这一点而言、在这个语境里、以此为出发点、因此”用德语怎么拼写？,
模块 14,66c5c89f344a97001512406e,请播放音频 ，并拼写出您听到的 短语 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/66b73b781a366900152240041724238023510.mp3
模块 14,66c5c91c344a970015124209,阳性名词“离别的痛苦”用德语怎么拼写？,
模块 14,66c5c91c344a97001512420a,请播放音频 ，并拼写出您听到的 阳性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/66b1b351a85fc20015731fd61725200057928.mp3
模块 14,66c5ca58344a9700151244c1,请填写缺失的动词和名词的正确形式：Deine Lügen _____ mir zum _____ raus (我没办法再忍受你的谎言)!,
模块 14,66c5cac6344a9700151245d8,"请填写缺失的名词和动词的正确形式：Er möchte vielleicht noch etwas sagen, aber der Abschiedsschmerz lässt ihm die Worte im _____ stecken _____ (他想说些什么，但是离别的痛苦让他一句话也说不出来).",
模块 14,66c5caf2344a970015124802,短语“ zum Zug / Zuge kommen”是什么意思？,
模块 14,66c5caf2344a970015124804,请播放音频 ，并提交您听到的 短语 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/66b73eef1a366900152243d91723285233467.mp3
模块 14,66c5c866344a970015123e41,请播放音频 ，并拼写出您听到的 短语 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/66b7388d1a36690015223c601723283598989.mp3
模块 14,6166d44f3992f251fa7436dd,请写出最常用的四个支配第二格的介词,
模块 14,6166e2ea9091c855f84768f7,请写出八个表示空间位置的支配第二格的介词：,
模块 14,66c5cb43344a97001512494a,名词“die Postkarte”是什么意思？,
模块 14,66c5cc2b344a970015124a08,阳性名词“牧羊人、牧人”用德语怎么拼写？,
模块 14,66c5cc2b344a970015124a0a,介词“离……很远、远离、离开（支配第二格）”用德语怎么拼写？,
模块 14,66c5cb43344a970015124949,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/66bc20ba20e7b40015b203bd1723605179507.mp3
模块 14,66c5cb43344a970015124947,阴性名词“明信片”用德语怎么拼写？,
模块 14,66c5cc2b344a970015124a0d,请拼写出名词“Hirt”的复数形式。,
模块 14,66c5cc2b344a970015124a0b,名词“der Hirt”是什么意思？,
模块 14,66c5cc2b344a970015124a09,请播放音频 ，并拼写出您听到的 阳性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/66bc5d0f20e7b40015b2361f1723620624646.mp3
模块 14,66c5cb43344a970015124948,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/66bc20ba20e7b40015b203bd1723605179507.mp3
模块 14,66c5cc67344a970015124a43,请播放音频 ，并拼写出您听到的 阴性名词 。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/66bc490420e7b40015b22d181724238947707.mp3
模块 14,66c5cc67344a970015124a44,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,https://words-youlingo.oss-cn-shanghai.aliyuncs.com/66bc490420e7b40015b22d181724238947707.mp3
模块 14,66c5cc67344a970015124a45,名词“die Schafherde”是什么意思？,
模块 14,66c5cc72344a970015124a5a,短语“有权、根据权利、依职权”用德语怎么拼写？,
